created_at,tweet_id,tweet,likes,retweet_count,source,user_id,user_name,user_screen_name,user_description,user_join_date,user_followers_count,user_location,lat,long,city,country,continent,state,state_code,collected_at,,supporting
10/23/2020 19:10,1.32E+18,"This article is quite disconcerting and unfortunately not beyond the realm of possibility, given the signs of the times and the audacity of our current President. :(

#Trump #ElectionFraud #VoterSuppression #America 
#XII #Amendment12 #TwelfthAmendment
https://t.co/zHLVdKW0aM",0,0,Twitter Web App,14786139,"germanbini Proud leftist; peace, love, brotherhood",germanbini,"Living in Iowa w/ my BF & my sweet little dachshund; traveling when I can!
Berning Green. :)
#MedicareForAll #H2020 #BLM #GreenParty #EndEndlessWars #LegalizeIt",5/15/2008 13:49,459,Iowa & part-time vanlife,41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,46:08.5,,joe_biden
10/23/2020 19:59,1.32E+18,Is this enough proof for #Trump &amp; the #HatefulRight media that the far-right has had a coordinated campaign to provoke violence at previously peaceful #Floyd demonstrations? Should be. But lies don't bother them. #BoogalooBois #Boogaloo #BoogalooBoys  #ProudBoys #Minneapolis https://t.co/5PIqoXLaM2,10,4,Twitter Web App,45413198,Bob Krause,KrauseForIowa,"Veteran Activist & Observer. frmr Carter Admin, frmr Senate candidate for Iowa. Prez at Veterans National Recovery Center.   RT is not   agreement.",6/7/2009 20:12,37757,Iowa,41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,45:57.1,,joe_biden
10/23/2020 21:45,1.32E+18,@SwerianBot Then you understand what happens when a national leader stupidly debunks masks? At least #BorisJohnson learned from it. #Trump? Not so much. #CovidKim? Same. #Shoutout to all the #UK medical professions for fighting the tough fight! #IaPolitics #UKPolitics #COVID19 #Covid19UK,4,1,Twitter for Android,45413198,Bob Krause,KrauseForIowa,"Veteran Activist & Observer. frmr Carter Admin, frmr Senate candidate for Iowa. Prez at Veterans National Recovery Center.   RT is not   agreement.",6/7/2009 20:12,37757,Iowa,41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,45:33.8,,joe_biden
10/23/2020 21:58,1.32E+18,"If Joe #Biden stood on the debate stage and recited the alphabet, Juan Williams would think he was outstanding and did better than #Trump! #sleepysurrogtae #TheFive",1,0,Twitter for iPad,208539759,🌴im🌶ay🌴ee,TeeJayTee63,"Retired LEO who speaks freely & frankly, so I’ll probably offend you. Too bad! “Common sense is not so common.” ~ Voltaire 🇺🇸 #Bills #RedSox #Sabres 🇺🇸",10/27/2010 13:24,152,"Davenport, FL",41.5236436,-90.5776368,Davenport,United States of America,North America,Iowa,IA,45:31.1,,joe_biden
10/23/2020 23:22,1.32E+18,"#Trump #TrumpIsCompromised #EricTrumpsUkraineScandal #AmericaOrTrump 
I’m so sick of this.
If he take our elections to court I’m driving 2 days to DC to protest! 
I will NOT, EVER, allow the #TrumpCrimeFamily to remain one SECOND LONGER than allowed. https://t.co/zf1mGaBE0w",0,0,Twitter for iPhone,836857681,Iowa Biologist for Justice,ScienceResister,I know I have white privilege. I💙POC.  Expose GOP #TheScheme to overthrow all 3 Branches of USA. #Resist  #GOPHate #SocialDilemma- boycott google search.,9/21/2012 2:52,1972,"Iowa City, IA",41.6612561,-91.5299106,Iowa City,United States of America,North America,Iowa,IA,45:17.0,,joe_biden
10/24/2020 3:33,1.32E+18,Why did #Trump start outsourcing his campaign ad work to #Russia? Two options: 1) Cheaper - maybe even free from the right 'benefactor' 2) Stupid - Can't fix stupid.  - https://t.co/goazEIj7D4,39,23,Twitter Web App,45413198,Bob Krause,KrauseForIowa,"Veteran Activist & Observer. frmr Carter Admin, frmr Senate candidate for Iowa. Prez at Veterans National Recovery Center.   RT is not   agreement.",6/7/2009 20:12,37757,Iowa,41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,44:38.6,,joe_biden
10/24/2020 6:08,1.32E+18,#MEGA #DonaldTrump #Coronavirus #COVID19 #TrumpDeathCult #FascistTrump #POTUS https://t.co/5GmCWcLZ1n,2,0,Twitter Web App,126313550,Neptune78,OhmsLaw78,"#JoeBidenForPresident2020 #JoeBiden #JoeBidenKamalaHarris2020 #FoxNews mostly = #FakeNews Bored with life :-\, AvPD",3/25/2010 13:12,1023,"Iowa, USA",41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,35:21.2,,joe_biden
10/24/2020 7:26,1.32E+18,@BossyBr00ke Just notice had 2 people check out my profile because of this post. lol That happens a lot when I post #Trump's BS. But changed my homepage to Twitter. lol A little harder to figure out who I am.  Did the same thing with Facebook and Instagram.,2,0,Twitter Web App,126313550,Neptune78,OhmsLaw78,"#JoeBidenForPresident2020 #JoeBiden #JoeBidenKamalaHarris2020 #FoxNews mostly = #FakeNews Bored with life :-\, AvPD",3/25/2010 13:12,1023,"Iowa, USA",41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,44:18.1,,joe_biden
10/24/2020 13:06,1.32E+18,Make this go viral. #IvankaTrump #Trumps #LincolnProject #BidenHarris2020 #Trump https://t.co/2cKszBXfS3,2,3,Twitter for iPhone,38577427,Georgiana,Bison_expert,Animal advocate and Zooarchaeologist. Retired college instructor. Religion is archaic. Lover of Thoroughbreds and Standard Schnauzers.,5/8/2009 1:49,990,Iowa,41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,43:43.4,,joe_biden
10/24/2020 13:37,1.32E+18,Things are falling apart. #Covid's getting worse &amp; there's #NoBeerInTheFridge. Time for a #RoadTrip!  . . . errrrr . . How about #Masks instead  #CovidKim? Any chance? I know that #Trump hates them &amp; #Fauci! But for the undead? #IaPolitics https://t.co/vPOQ5DPWob #SmartNews,11,3,SmartNews | スマートニュース,45413198,Bob Krause,KrauseForIowa,"Veteran Activist & Observer. frmr Carter Admin, frmr Senate candidate for Iowa. Prez at Veterans National Recovery Center.   RT is not   agreement.",6/7/2009 20:12,37757,Iowa,41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,43:39.1,,joe_biden
10/24/2020 16:19,1.32E+18,"As election day nears, what final dirty tricks from #Trump might the voters believe? Question is: Does #Trump have any silver bullets left that aren't tarnished? What is believable from his camp? Beyond the #TrumpCult, that is.  https://t.co/cGodyGgWZK",3,0,Twitter for Android,45413198,Bob Krause,KrauseForIowa,"Veteran Activist & Observer. frmr Carter Admin, frmr Senate candidate for Iowa. Prez at Veterans National Recovery Center.   RT is not   agreement.",6/7/2009 20:12,37757,Iowa,41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,43:11.0,,joe_biden
10/24/2020 16:29,1.32E+18,"#Trump is #Delusional if he thinks this #pandemic is ending soon
#VoteHimOut2020  https://t.co/x64NBHsEAJ",0,0,Twitter for iPhone,993314983,Roger Kay,RogerLKay,,12/6/2012 15:40,35,"Council Bluffs, IA",41.2621283,-95.8613912,,United States of America,North America,Iowa,IA,43:08.9,,joe_biden
10/24/2020 16:38,1.32E+18,"Hmmmm . . . #JoeMcCarthy lovers are back &amp; hoping for the #Hollywood, academic &amp; business purges that ruined careers in the 1950's. Is this the ""cleaned-up version?"" Or will they go beyond that if #Trump wins? #Trump2020 @JoeBiden #Resist https://t.co/Sqwpz4Ytnd",6,1,Twitter for Android,45413198,Bob Krause,KrauseForIowa,"Veteran Activist & Observer. frmr Carter Admin, frmr Senate candidate for Iowa. Prez at Veterans National Recovery Center.   RT is not   agreement.",6/7/2009 20:12,37761,Iowa,41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,43:07.4,,joe_biden
10/24/2020 17:00,1.32E+18,🔴 LIVE PODCAST: caramel conservative October: The Gift that keeps on giving on @Spreaker #biden #election #october #talkradio #trump https://t.co/Sk2OP6CuuU,1,0,Spreaker,57805682,GJRB Online,theradiomaniac,"Born in Pittsburgh, Pa.  The only brother of four sisters graduated Black Hawk college in Moline, IL with an AA degree in broadcasting.  I",7/18/2009 0:41,33,"Clinton, Iowa",41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,43:03.2,,joe_biden
10/24/2020 18:12,1.32E+18,"Do each of us have our own personal scary about #Trump? Mine as a veteran, is that he has left America open to destruction by breaking the bonds of national defense that we have with our allies. You can't build a defense budget big enough to replace trust. #NATO #FiveEyes https://t.co/fIyaAivrrX",6,3,Twitter Web App,45413198,Bob Krause,KrauseForIowa,"Veteran Activist & Observer. frmr Carter Admin, frmr Senate candidate for Iowa. Prez at Veterans National Recovery Center.   RT is not   agreement.",6/7/2009 20:12,37757,Iowa,41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,42:50.8,,joe_biden
10/24/2020 18:36,1.32E+18,Here we go with the Trump Parade in #DesMoines Iowa! #Trump2020 #trump #TrumpParade #Republicans #ThinBlueLine #BlueLivesMatter https://t.co/HTsPqeCbGz,6,1,Twitter for iPhone,47723881,Danielle Nichole,danielle82404,"A mother, A wife, and I love life! And I'm pretty much a ninja.. btw. Need more, just ask!☺️",6/16/2009 19:46,659,"Des Moines, IA",41.5910323,-93.6046655,Des Moines,United States of America,North America,Iowa,IA,42:45.8,,joe_biden
10/24/2020 18:42,1.32E+18,@robreiner The 24/7 nightmare will not be over until 1-20-21. #trump and McConnel will do a lot more damage between November 3rd and January 20th.,0,0,Twitter for Android,1.04E+18,Ray Tenter,TenterRay,,9/10/2018 22:56,10,"Iowa, USA",41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,42:46.1,,joe_biden
10/25/2020 1:18,1.32E+18,"Heres a May 31 tweet discussing the #ProudBoys in #Portland going undercover as #Antifa to provoke violence in the #GeorgeFloyd demonstrations. It didn't fit into #Trump's diatribes so he had #Barr &amp; other #DOJ run interference with lies (as usual). It is a shameful, evil group. https://t.co/dH2gR7W4QV",12,7,Twitter for Android,45413198,Bob Krause,KrauseForIowa,"Veteran Activist & Observer. frmr Carter Admin, frmr Senate candidate for Iowa. Prez at Veterans National Recovery Center.   RT is not   agreement.",6/7/2009 20:12,37757,Iowa,41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,41:43.5,,joe_biden
